group,ret_sec,rt,mz,intensity,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5
M430_R440_5982,440.1455078,7.34,430.1224365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286.510823,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R862_5983,862.4276733,14.37,430.1524963,0,0,6856.909091,0,0,0,0,0,0,0,0,0,0,0,0,0,12016.06926,0,7329.935065,10438.08658,14528.34632,8484.194805,5528.978355,7600.047619,0,0,0,0,0,9503.619048,9625.450216,0,0,0,0,0,6297.991342,13319.92208,0,0,0,0,0
M430_R828_5984,828.1132507,13.8,430.1700127,0,0,0,0,0,0,0,0,0,0,0,0,9554.4329,0,29860.75325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R604_5986,604.447937,10.07,430.2112427,0,0,0,0,0,0,0,0,0,0,13771.97403,0,0,0,0,0,5857.683983,0,0,6367.471861,6452.090909,0,0,0,7117.896104,6988.21645,6069.012987,6650.969697,0,0,0,0,0,0,0,0,0,0,49540.81385,22125.12121,0,0,16643.58442
M430_R420_5987,419.5996552,6.99,430.2164384,0,0,0,13359.93939,17317.26407,19064.99567,11082.77922,0,0,0,0,0,0,0,0,0,0,7339.30303,0,0,0,0,0,0,9106.415584,19170.54113,15708.5974,20060.4632,0,0,0,0,0,0,0,0,0,0,6790.151515,0,0,27846.95671,13592.8961
M430_R421_5988,420.8684692,7.01,430.2196808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15708.5974,20060.4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R403_5989,403.2819824,6.72,430.2447045,6811.982684,9973.961039,8120.437229,61900.35065,75185.1342,74762.60606,94019.06494,0,0,0,19244.87446,0,0,0,0,0,14846.11255,13868,9502.78355,11611.9697,11389.15584,13776.87879,10348.64935,0,34640.83983,45829.7619,28146.91775,37652.2381,10268.96537,13505.16883,0,6198.982684,0,19412.83983,6811.982684,16398.01299,20953.69697,17837.21212,19715.38095,8658.255411,14824.91775,65245.58009,68051.50216
M430_R525_5991,524.7783813,8.75,430.2527996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13438.35498,0
M430_R746_5990,746.050415,12.43,430.2678928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172.987013,6885.268398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R918_5992,917.6734619,15.29,430.276698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063.367965,0,0,0
M430_R894_5993,894.0755005,14.9,430.289681,8994.761905,291834.2208,47520.27706,67311,15612.54545,88316.42857,97627.16883,0,0,0,0,0,0,0,0,45078.87013,120862.9091,80845.2987,143843.6926,203493.7186,164093.0952,111014.8268,39204.35931,8985.930736,33890.39827,64006.14719,41411.55844,55456.47186,55131.12121,21932.25974,12571.27706,0,11966.54978,12496.18182,8994.761905,30580.50216,41739.82684,60340.99134,65372.11255,77061.54113,106594.2987,35314.25974,108450.1602
M430_R718_5994,717.8499756,11.96,430.3047612,0,10071.88745,0,26473.22944,40180.10823,38868.47186,35975.52381,0,0,0,7399.385281,0,0,0,0,0,8183.372294,0,0,7950.65368,7933.519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056.874459,0,6567.060606
M430_R1020_5995,1020.267212,17,430.3066406,0,0,0,0,0,0,5898.701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R1039_5997,1039.315674,17.32,430.3247932,0,6036.194805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6928.121212,0,5863.78355,8216.419913,6433.424242,0,0,0,0,0,0,0,9775.800866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R1162_5998,1162.316528,19.37,430.325339,0,6162.91342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R902_5996,902.2419739,15.04,430.3275146,0,6173.112554,0,7239.021645,8793.666667,9807.835498,26933.22078,0,0,0,0,0,0,0,0,6624.008658,6950.961039,0,11418.81385,14312.58009,14597.77056,6300.471861,7552.398268,11024.75758,0,15353.74459,9951.558442,14869.39827,0,16136.50649,0,0,12986.34632,0,0,0,0,0,0,0,0,8652.411255,0
M430_R928_5999,927.8253174,15.46,430.3359985,0,10384.19913,19002.19913,5943.316017,6857.08658,7527.004329,9038.497835,0,0,0,0,0,0,0,0,9099.281385,12796.58874,7472.242424,15424.46753,17369.72727,17648.55844,14236.71429,28653.19913,17179.37229,72487.84848,83855.09957,57382.85714,77672.99567,38853.2381,59678.35931,59616.16883,8526.545455,81746.87446,18576.28139,0,13006.28139,18275.8355,22935.09524,6609.272727,7423.61039,7459.779221,15387.77489,6877.021645
M430_R1134_6000,1134.095215,18.9,430.3543229,0,0,0,0,0,0,9059.08658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M430_R955_6001,954.6376953,15.91,430.3730967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6742.948052,0,6866.060606,10515.26407,10011.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R988_6002,987.9198608,16.47,430.8624336,0,6557.558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R750_6003,750.3144226,12.51,430.8711853,6746.65368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589.56277,0,18393.78355,12439.45022,13544.71861,13628.42424,0,10163.16883,0,0,8629.683983,7940.168831,0,0,0,0,0,0,6746.65368,9461.753247,6061.160173,0,47121.1039,36898.18182,6937.554113,0,0
M431_R588_6004,587.5126953,9.79,430.9746094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12850.61472,0,0,0,0
M431_R742_6006,741.7583008,12.36,431.0979718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17735.54978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R411_6008,410.9614868,6.85,431.0982056,0,0,0,0,0,0,0,62433.73593,106526.4805,46574.41558,0,0,0,0,0,0,0,10603.57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6784.766234,6831.943723,0,0,0,0,6440.727273
M431_R311_6007,311.1165161,5.19,431.0983076,0,42143.06061,0,0,0,0,14829.19048,0,0,0,0,0,0,0,0,0,11534.06494,93217.02165,0,0,0,6161.987013,0,0,19734.70563,0,0,0,6051.818182,7732.186147,0,0,0,0,0,10919.67965,12772.90043,14443.94805,11922.1645,11054.48918,0,28481.45022,52727.05195
M431_R430_6009,429.7479553,7.16,431.1251831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14385.5974,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R398_6012,397.7342987,6.63,431.1344062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001.54978,0,0,0,0,0,0,0,0,0,0,0,0,204563.5195,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R829_6010,829.3945618,13.82,431.1357764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11293.59307,5959.112554,0,0,0
M431_R49_6011,49.10006142,0.82,431.140226,0,0,0,0,0,0,0,31671.48052,41305.04762,27226.90043,39428.55844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R680_6014,679.7092896,11.33,431.1818201,0,0,0,0,0,0,0,0,0,0,0,0,0,10681.95238,14378.96104,0,11540.38961,0,6392.952381,7595.562771,6134.709957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R319_6015,318.7344055,5.31,431.1932373,0,5896.757576,0,0,7130.917749,7243.528139,0,0,0,0,0,0,0,0,0,0,0,8808.78355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12205.86147,6313.909091
M431_R467_6017,467.3577881,7.79,431.2089772,0,9206.558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20812.80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7898.034632,0,0,6319.61039,0
M431_R737_6016,736.5880198,12.28,431.2119446,0,0,0,0,0,0,0,0,0,0,0,0,19854.31169,60279.09091,92436.06494,0,0,0,0,0,0,0,17006.65368,22926.68398,0,0,0,0,0,0,0,0,0,0,0,7744.056277,9056.545455,10627.21645,0,0,0,0,0
M431_R417_6018,417.4742432,6.96,431.228742,529525.2381,564275.368,586974.2424,1331340.519,1465708.792,1449902.987,1656987.974,230729.8355,204214.3983,113394.4372,526622.1299,191266.8139,0,0,0,294347.9913,1009239.541,1132850.978,747454.8745,820610.3723,847315.3766,1060638.13,1146998.035,716297.329,1897953.792,1978215.242,1760582.978,1887661.442,1423517.558,1228477.606,835470.1861,460932.4156,674244.4242,1431418.745,529525.2381,1080950.965,1161371.749,1233958.463,1106519.736,743904.1126,953482.9697,1504921.861,1343219.26
M431_R989_6019,988.6318054,16.48,431.2290732,0,11450.53247,84875.19048,29416.08658,27280.97835,35219.19913,117873.4848,0,0,0,0,0,0,0,0,68353.4026,63404.41126,0,32959.03463,48991.25541,47616.97835,18716.99134,64466.63203,19346.77922,75414.49784,80258.74026,68227.96537,84983.60606,628450.9957,55749.79654,14116.78355,6640.12987,13215.39394,10340.50649,0,28970.88745,45209.15584,92515.53247,0,7268.774892,22406.7316,0,47915.57143
M431_R540_6020,539.6394653,8.99,431.2291565,0,0,0,8239.229437,8731.575758,8647.779221,10293.01299,0,0,0,0,0,0,0,0,0,10794.02165,0,6808.090909,7364.411255,7499.004329,8778.904762,7483.995671,0,38216.41991,40912.03896,28388.85281,35645.54113,13181.21212,6900.701299,0,0,0,15106.12121,0,9019.463203,8854.186147,9235.385281,0,0,0,8133.090909,9414.402597
M431_R403_6022,403.085968,6.72,431.2440796,0,0,0,12873.29437,15598.75758,16183.05195,19562.87879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556.761905,10714.8355,7176.285714,9097.463203,0,0,0,0,0,0,0,0,0,0,0,0,0,14825.00433,13789.05628
M431_R680_6021,680.3505859,11.34,431.2444599,9664.294372,42278.34199,5912.090909,5792.528139,21196.05195,5920.549784,35046.671,14351.15584,10117.29437,8841.627706,24356.69697,6849.753247,0,6108.47619,7357.714286,47414.58009,54732.99567,173869.8312,100388.645,117428.2814,125153.0043,22098.02597,24403.44156,18077.61472,18301.22944,33129.54545,17071.58874,28469.85281,23211.96537,12982.47619,27744.9697,6246.12987,8457.359307,6677.004329,9664.294372,25059.88312,28866.25974,30392.1039,19289.72294,19286.94805,21377.50216,15931.80087,14621.27706
M431_R519_6023,519.4622192,8.66,431.2641523,0,6594.471861,6893.935065,8867.800866,10009.58442,12372.61905,16098.49784,0,0,0,0,0,0,0,0,0,6319.536797,6026.662338,0,0,0,6465.813853,6912.064935,0,25184.06061,32274.39394,16517.49351,25846.47619,10221.25541,6000.34632,0,0,0,13728.82251,0,0,7781.502165,7186.121212,7181.718615,10683.77922,0,8321.575758,6671.809524
M431_R768_6024,768.453186,12.81,431.2651367,0,0,0,0,0,0,0,6971.333333,6819.510823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6489.25974,0,0,0,0,0,0,0,0,0,0
M431_R661_6026,660.7777405,11.01,431.2782617,0,8808.601732,0,15801.39827,23649.41558,21534.72294,14893.77056,0,0,0,9641.601732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423.575758,0,0,0
M431_R788_6025,788.1817627,13.14,431.280398,0,60663.91342,0,129650.1558,146433.039,167073.5541,33265.86147,10868.39394,6541.186147,0,0,0,0,0,0,0,12151.90476,14968.38528,18552.22078,19272.99134,20674.53247,10036.44156,0,0,0,0,0,0,0,0,0,0,0,0,0,10888.04329,13321.98701,14762.29004,15169.90909,8689.787879,23520.31169,32095.8355,25772.80087
M431_R894_6027,894.3989868,14.91,431.2961514,0,47931.1645,7257.770563,0,0,0,0,0,0,0,0,0,0,0,0,7300.601732,18953.98701,12396.88745,22407.39827,34167.90909,26677.42857,16957.81385,0,0,0,0,0,0,9451.510823,0,0,0,0,0,0,0,6692.311688,9867.311688,9928.645022,11551.31169,16275.95671,6449.632035,17214.50649
M431_R1020_6028,1019.876434,17,431.297502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920.515152,17468.38528,10407.41991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13837.65368
M431_R912_6029,912.2258911,15.2,431.3161621,0,57072.19048,18643.60606,10136.12987,19702.57143,19401.86147,21780.33333,5973.329004,7905.316017,0,15190.98701,6848.064935,0,0,0,23194.88745,75827.40693,18071.27706,36625.48485,59585.4329,53891.81385,30715.88745,16267.76623,0,38794.19048,92204.13853,55695,79554.42857,88379.12987,8794.225108,7408.471861,0,6747.073593,0,0,11728.30736,19502.54978,37598.19913,16291.47186,19255.90476,30662.44589,17869.0303,74919.91775
M431_R597_6030,597.335144,9.96,431.3164003,0,0,0,6736.354978,8571.138528,8809.640693,0,14263.49351,6298.290043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R1053_6033,1052.677612,17.54,431.3187003,0,0,0,8226.056277,8017.311688,8607.900433,8732.519481,0,0,0,0,0,0,0,0,0,0,0,0,8085.82684,7028.65368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R416_6031,416.1752014,6.94,431.3212982,0,0,0,11852.94372,11767.22944,14255.96537,17444.37662,0,0,0,0,0,0,0,0,0,7478.268398,7007.761905,0,0,0,7320.160173,8354.069264,0,24155.64069,31241.67532,17081.97403,13834.29437,17121.38961,9631.324675,0,0,0,11007.37662,0,8682.164502,10450.04329,12671.17316,8379.034632,0,7274.969697,12571.09524,11151.90043
M431_R928_6034,927.7432556,15.46,431.335522,0,0,9606.471861,0,7607.480519,7719.030303,10875,0,0,0,6113.030303,0,0,5809.640693,9894.08658,0,8710.554113,0,13690.58009,22044.58442,19742.12121,6733.372294,0,0,11451.19048,14910.69697,7707.718615,10836.45455,5756.225108,8561.155844,9153.978355,0,10888.41558,0,0,0,0,0,0,0,6948.484848,0,0
M431_R611_6032,610.9878235,10.18,431.3374543,0,14343.5974,0,42683.72727,53576.30303,59188.74459,12792.329,11496.11255,7767.532468,0,0,0,0,0,0,0,0,14036.88745,0,0,0,0,0,0,0,0,0,0,0,7951.125541,0,0,0,0,0,0,0,0,0,0,8691.896104,11087.94805,0
M431_R416_6035,416.1773987,6.94,431.3972562,12772.19913,11929.02597,13628.63636,49155.86147,53591.5368,58063.16017,74202.64935,0,0,0,11289.99567,0,0,0,0,0,29116.70563,32685.92641,18270.79221,20885.54113,23524.73593,30212.74892,33748.65368,18336.48485,101924.8355,115794.2121,91703.48918,105008.9134,57185.62771,39608.8355,22981.90909,10006.89177,16977.40693,54047.68831,12772.19913,33755.48485,33963.44156,31536.5368,23396.31169,18156.41126,28372.7316,56103.38095,46236.36364
M431_R416_6036,416.1497803,6.94,431.4760087,0,0,0,0,0,0,35401.99567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57002.65368,63666.97403,43745.95671,80368.35931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M431_R417_6037,416.5995636,6.94,431.4850026,0,0,0,14463.56277,26838.12121,18576.82251,22553.11255,0,0,0,0,0,0,0,0,0,0,11655.39827,0,0,0,11951.96104,14240.55411,0,25576.75325,17791.00866,0,19397.91342,20601.84416,18949.44156,0,0,0,29412.4026,0,0,11772.96104,11266.65368,0,0,0,23019.85714,11830.55411
M432_R417_6038,416.591156,6.94,431.5526343,0,0,0,19055.671,24157.0303,23188.34632,31287.78788,0,0,0,0,0,0,0,0,0,10101.03463,12877.64935,0,0,0,11494.39394,11940.65368,0,44000.39827,50419.56277,35810,45733.19913,22579.92641,15666.83117,0,0,0,21561.58009,0,12014.10823,14633.06061,17703.37662,12377.00433,0,9680.125541,25284.74892,19389.77489
M432_R417_6039,416.5942078,6.94,431.6167338,0,0,0,9902.606061,10526.30303,11886.28571,17236.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20481.51948,21784.24675,18972.90043,20180.27273,12550.67965,0,0,0,0,12025.60606,0,0,0,0,0,0,0,14523.64935,10285.69697
M432_R416_6040,416.1494751,6.94,431.7044115,0,0,0,0,0,0,10635.43723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875.22078,19575.80519,13745.42857,18317.4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R834_6041,833.9130859,13.9,431.85952,0,0,0,39523.03463,45487.59307,43405.13853,36057.79654,0,0,0,0,0,0,10486.57576,17535.4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14309.50649,0
M432_R411_6042,410.9614868,6.85,432.1014598,0,0,0,0,0,0,0,11747.64069,20185.4026,9379.484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R311_6043,310.5489197,5.18,432.101906,0,7380.835498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17661.80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503.177489
M432_R397_6044,396.8697662,6.61,432.1375363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43211.04329,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R633_6045,633.0668335,10.55,432.1771851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36471.29437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R740_6046,739.9892883,12.33,432.2152769,0,0,0,0,0,0,0,0,0,0,0,0,0,11325.28139,18046.37229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R537_6049,536.598877,8.94,432.2247678,0,0,0,14952.87446,16967.49351,16068.61472,8383.160173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811.709957,8130.731602,0,6932.077922,0,0,0,0,0,0,0,0,0,0,0,0,0,9835.445887,0
M432_R416_6047,416.1736755,6.94,432.2320404,107524.2944,115749.3636,123153.7229,417621.9177,505623.619,436194.9048,651044.0866,47156.57576,40509.31169,21578.83117,109310.8918,38169.08225,0,0,0,58507.48485,254174.9437,300506.4329,160184.9957,183167.4675,190789.0433,263097.4892,309025.9654,153960.4113,845015.5584,909633.7359,751350.1169,890568.2554,493065.0303,352161.8398,183006.4805,96777.35498,145830.8658,497063.4199,107524.2944,277499.0866,315051.2381,344315.3593,282826.6277,164997.9481,237112.8571,529221.8788,408424.7532
M432_R989_6048,989.4619751,16.49,432.2327256,0,0,15786.14719,0,0,0,19776.02165,0,0,0,0,0,0,0,0,12439.2987,11979.48918,0,5830.900433,8405.021645,8233.099567,0,11876.12121,0,13995.02597,14823.85281,12508.58874,16464.82684,133104.4675,10333.35065,0,0,0,0,0,5780.91342,8350.155844,17633.38528,0,0,0,0,8569.034632
M432_R680_6050,679.9675293,11.33,432.2480774,0,9278.61039,0,0,0,0,7748.199134,0,0,0,0,0,0,0,0,11295.5974,12618.92641,40767.8355,23088.48918,26548.7013,28191.17749,0,5651.450216,0,0,7511.896104,0,6267.380952,0,0,0,0,0,0,0,0,6650.987013,6895.627706,0,0,0,7839.177489,0
M432_R788_6051,788.0773621,13.13,432.2839865,0,14809.17749,0,31473.35931,35286.38961,40728.66667,7506.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7599.38961,0
M432_R896_6052,896.407959,14.94,432.2962353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10427.58874,0,9269.138528,0,0,0,0,0,0,0,0,0,0
M432_R919_6054,918.8259888,15.31,432.3092532,0,5526.982684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7401.640693,0,0,0,6381.943723,0,5835.774892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R1051_6053,1051.05957,17.52,432.3131906,0,0,0,0,0,0,6334.350649,0,0,0,0,0,0,0,0,12619.00866,29565.81818,0,57955.31602,84995.14286,72844.19913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54058.25974,0,28722.04762
M432_R912_6056,912.4969482,15.21,432.3202209,0,13222.10823,0,0,6952.077922,6735.30303,8898.532468,0,0,0,6202.17316,0,0,0,0,0,18785.00866,0,8985.800866,14588.04329,13154.15152,0,0,0,9668.5671,23034.01299,14787.93939,19653.49784,21479.92208,0,0,0,0,0,0,0,0,0,0,0,7620.255411,0,18211.04329
M432_R416_6055,416.1675568,6.94,432.3241893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200.316017,8872.372294,5622.580087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R611_6057,611.3681641,10.19,432.3401489,0,0,0,9373.030303,11635.21645,12864.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M432_R417_6058,416.611969,6.94,432.3982059,0,0,0,8149.333333,9590.822511,11284.69697,16248.03463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21570.62771,25521.52814,19405.64935,22374.27273,11320.4329,0,0,0,0,9663.025974,0,0,0,0,0,0,0,8484.47619,0
M432_R416_6059,415.7131653,6.93,432.4934235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8540.805195,10607.95671,0,12083.97835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R416_6060,415.7151489,6.93,432.558197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7768.298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R750_6061,750.0075378,12.5,432.8678284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18440.20779,13483.07359,0,0,0
M433_R314_6066,314.2567749,5.24,433.1126709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27820.75325,0,0,0,0,0,0,0,0,0,0,0,0,19052.66667
M433_R582_6067,581.8196411,9.7,433.1260702,0,0,0,12050.01732,11326.74026,13948.07359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R558_6068,557.8785706,9.3,433.165802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187286.8182,13057.62338,0,0,0
M433_R634_6069,633.5112915,10.56,433.1815284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7237.878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R287_6070,286.5802917,4.78,433.2067261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7185.69697,0,0,0,0,0,0,0,0,0,0,0,6261.337662,6838.367965
M433_R934_6071,933.8331299,15.56,433.2192078,0,8272.909091,7366.450216,0,0,0,9245.722944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7846.493506,0,0,0,0,0,0,0,0,0,0,0,0
M433_R519_6072,518.5834351,8.64,433.2244945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11469.49784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8081.922078,0
M433_R416_6073,416.1773529,6.94,433.234314,17799.37229,19112.87013,19818.80952,68180.64069,83998.34632,83284.05628,116022.0087,7845.844156,6886.874459,0,17577.31602,0,0,0,0,9507.800866,40601.90909,48963.1039,27297.46753,29985.1342,31296.72727,43057.1645,49750.5671,24168.85281,159189.9394,173954.013,127824.2294,164393.5887,82566.08225,57154.59307,29693.67532,15076.55844,22765.29004,82506.32035,17799.37229,45113.27273,50928.84848,58220.52381,30035.58442,26316.04329,39755.0303,89033.87446,68669.98701
M433_R984_6074,983.8963013,16.4,433.2350684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7480.779221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R249_6075,248.9186859,4.15,433.2452608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15531.04762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M433_R625_6076,625.1920776,10.42,433.2596505,22931.88312,100300.8961,20543.76623,20760.77056,27684.82251,29866.18182,61331.05628,21358.33766,15261.70996,12262.92641,68097.90043,22179.01299,0,7692.640693,11211.74892,67367.91775,79768.24675,372448.1602,181324.7186,187159.4459,210348.9697,65218.80952,37064.07359,23346.85714,26735.2684,49776.1342,38181.25541,47007.12987,32867.28571,9760.264069,190414.6623,8576.17316,51350.54978,0,22931.88312,54392.1645,72209.00866,69837.329,38813.56277,41086.44156,47225.84416,52396.1039,42946.38095
M433_R847_6077,847.445343,14.12,433.2614053,0,0,0,0,9138.4329,7167.34632,7870.588745,0,0,0,0,0,0,0,0,0,0,0,15584.21645,33303.06926,33581.90476,0,0,0,0,0,0,0,7325.233766,0,0,0,0,0,0,0,0,0,33114.11255,0,9744.766234,0,0
M433_R566_6078,565.6378784,9.43,433.2724327,0,7672.536797,0,0,0,0,0,0,0,0,6716.636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
